"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"zai-org/Open-AutoGLM","https://github.com/zai-org/Open-AutoGLM","zai-org","Python","25369","False","False","12/8/2025 9:23:44 AM","5/27/2026 7:36:28 AM","An Open Phone Agent Model & Framework. Unlocking the AI Phone for Everyone","agent;phone-use-agent","open language:Python stars:>=50"
"llmware-ai/llmware","https://github.com/llmware-ai/llmware","llmware-ai","Python","14855","False","False","9/29/2023 3:19:06 PM","5/27/2026 6:33:03 AM","Unified framework for building enterprise RAG pipelines with small, specialized models","agents;generative-ai-tools;llamacpp;llm;onnx;openvino;parsing;retrieval-augmented-generation;small-specialized-models","topic:agents language:Python stars:>=50"
"nextlevelbuilder/ui-ux-pro-max-skill","https://github.com/nextlevelbuilder/ui-ux-pro-max-skill","nextlevelbuilder","Python","83309","False","False","11/30/2025 11:36:31 AM","5/27/2026 7:41:59 AM","An AI SKILL that provide design intelligence for building professional UI/UX multiple platforms","ai-skills;antigravity;claude;claude-code;codex;command-line;copilot;cursor-ai;html5;kiro;landing-page;mobile-ui;qoder;react;tailwindcss;trae;ui-design;uikit;windsurf-ai","m language:Python stars:>=50"
"JuliusBrussee/caveman","https://github.com/JuliusBrussee/caveman","JuliusBrussee","JavaScript","65297","False","False","4/4/2026 10:03:00 AM","5/27/2026 7:42:09 AM","🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman","ai;anthropic;caveman;claude;claude-code;llm;meme;prompt-engineering;skill;tokens","topic:llm stars:>=100"
"strands-agents/sdk-python","https://github.com/strands-agents/sdk-python","strands-agents","Python","5953","False","False","5/14/2025 7:59:51 PM","5/27/2026 5:56:30 AM","A model-driven approach to building AI agents in just a few lines of code.","agentic;agentic-ai;agents;ai;anthropic;autonomous-agents;bedrock;genai;litellm;llama;llm;machine-learning;mcp;multi-agent-systems;ollama;openai;opentelemetry;python;strands-agents","topic:agents language:Python stars:>=50"
"2noise/ChatTTS","https://github.com/2noise/ChatTTS","2noise","Python","39331","False","False","5/27/2024 6:26:49 PM","5/27/2026 7:16:30 AM","A generative speech model for daily dialogue.","agent;chat;chatgpt;chattts;chinese;chinese-language;english;english-language;gpt;llm;llm-agent;natural-language-inference;python;text-to-speech;torch;torchaudio;tts","topic:llm stars:>=100"
"rtk-ai/rtk","https://github.com/rtk-ai/rtk","rtk-ai","Rust","54790","False","False","1/22/2026 4:54:16 PM","5/27/2026 7:42:17 AM","CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies","agentic-coding;ai-coding;anthropic;claude-code;cli;command-line-tool;cost-reduction;developer-tools;llm;open-source;productivity;rust;token-optimization","topic:llm stars:>=100"
"tonykipkemboi/youtube_yapper_trapper","https://github.com/tonykipkemboi/youtube_yapper_trapper","tonykipkemboi","Python","68","False","False","5/3/2024 5:41:59 PM","5/10/2026 12:41:33 AM","CrewAI agents that gather and analyze YouTube comments to generate insights to inform better content creation.","agentops;agents;ai;aiagents;crewai;groq;ollama;youtube-api","topic:agentops language:Python stars:>=50"
"Cinnamon/kotaemon","https://github.com/Cinnamon/kotaemon","Cinnamon","Python","25395","False","False","3/25/2024 8:16:42 AM","5/27/2026 6:36:18 AM","An open-source RAG-based tool for chatting with your documents.","chatbot;llms;open-source;rag","open language:Python stars:>=50"
"langflow-ai/langflow","https://github.com/langflow-ai/langflow","langflow-ai","Python","148800","False","False","2/8/2023 10:28:03 PM","5/27/2026 7:05:36 AM","Langflow is a powerful tool for building and deploying AI-powered agents and workflows.","agents;chatgpt;generative-ai;large-language-models;multiagent;react-flow","topic:agents language:Python stars:>=50"
"agno-agi/agno","https://github.com/agno-agi/agno","agno-agi","Python","40370","False","False","5/4/2022 3:23:02 PM","5/27/2026 4:55:20 AM","Build, run, and manage agent platforms.","agents;ai;ai-agents;developer-tools;python","topic:agents language:Python stars:>=50 | topic:ai language:Python stars:>=50"
"ItzCrazyKns/Vane","https://github.com/ItzCrazyKns/Vane","ItzCrazyKns","TypeScript","34956","False","False","4/9/2024 10:51:32 AM","5/27/2026 7:20:43 AM","Vane is an AI-powered answering engine.","ai-agents;ai-search-engine;answering-engine;artificial-intelligence;llm;machine-learning;open-source-ai-search-engine;perplexica;rag;search-engine;searxng;searxng-copilot;self-hosted-ai;vane","topic:llm stars:>=100"
"ymcui/Chinese-LLaMA-Alpaca","https://github.com/ymcui/Chinese-LLaMA-Alpaca","ymcui","Python","18946","False","False","3/15/2023 11:09:39 AM","5/27/2026 6:45:13 AM","中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)","alpaca;alpaca-2;large-language-models;llama;llama-2;llm;lora;nlp;plm;pre-trained-language-models;quantization","m language:Python stars:>=50"
"PrefectHQ/fastmcp","https://github.com/PrefectHQ/fastmcp","PrefectHQ","Python","25338","False","False","11/30/2024 1:47:40 AM","5/27/2026 5:23:18 AM","🚀 The fast, Pythonic way to build MCP servers and clients.","agents;fastmcp;llms;mcp;mcp-clients;mcp-servers;mcp-tools;model-context-protocol;python","topic:agents language:Python stars:>=50"
"HKUDS/DeepTutor","https://github.com/HKUDS/DeepTutor","HKUDS","Python","24333","False","False","12/28/2025 3:35:54 PM","5/27/2026 7:19:28 AM","DeepTutor -- Agent-native, Open-sourced Personalized Tutoring. https://deeptutor.info/.","ai-agents;ai-tutor;clawdbot;cli-tool;deepresearch;interactive-learning;large-language-models;multi-agent-systems;rag","open language:Python stars:>=50"
"janhq/jan","https://github.com/janhq/jan","janhq","TypeScript","42690","False","False","8/17/2023 2:17:10 AM","5/27/2026 6:59:03 AM","Jan is an open source alternative to ChatGPT that runs 100% offline on your computer.","chatgpt;gpt;llamacpp;llm;localai;open-source;self-hosted;tauri","topic:llm stars:>=100"
"HKUDS/LightRAG","https://github.com/HKUDS/LightRAG","HKUDS","Python","35832","False","False","10/2/2024 11:57:54 AM","5/27/2026 7:36:28 AM","[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation""","genai;gpt;gpt-4;graphrag;knowledge-graph;large-language-models;llm;rag;retrieval-augmented-generation","topic:llm stars:>=100"
"VectifyAI/PageIndex","https://github.com/VectifyAI/PageIndex","VectifyAI","Python","32204","False","False","4/1/2025 10:53:54 AM","5/27/2026 7:38:47 AM","📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG","agentic-ai;agents;ai;ai-agents;context-engineering;information-retrieval;llm;rag;reasoning;retrieval;retrieval-augmented-generation;vector-database","topic:agents language:Python stars:>=50 | topic:ai language:Python stars:>=50"
"truera/trulens","https://github.com/truera/trulens","truera","Python","3346","False","False","11/2/2020 9:56:45 PM","5/26/2026 7:32:56 PM","Evaluation and Tracking for LLM Experiments and AI Agents","agent-evaluation;agentops;ai-agents;ai-monitoring;ai-observability;evals;explainable-ml;llm-eval;llm-evaluation;llmops;llms;machine-learning;neural-networks","topic:agentops language:Python stars:>=50"
"volcengine/OpenViking","https://github.com/volcengine/OpenViking","volcengine","Python","24751","False","False","1/5/2026 7:11:17 AM","5/27/2026 7:32:17 AM","OpenViking is an open-source context database designed specifically for AI Agents(such as openclaw). OpenViking unifies the management of context (memory, resources, and skills) that Agents need through a file system paradigm, enabling hierarchical context delivery and self-evolving.","agent;agentic-rag;ai-agents;clawbot;context-database;context-engineering;filesystem;llm;memory;openclaw;opencode;rag;skill","open language:Python stars:>=50"
"openai/openai-agents-python","https://github.com/openai/openai-agents-python","openai","Python","26687","False","False","3/11/2025 3:42:36 AM","5/27/2026 7:27:07 AM","A lightweight, powerful framework for multi-agent workflows","agents;ai;framework;harness;llm;openai;python","topic:agents language:Python stars:>=50 | topic:ai language:Python stars:>=50 | open language:Python stars:>=50"
"hugohe3/ppt-master","https://github.com/hugohe3/ppt-master","hugohe3","Python","21524","False","False","12/10/2025 6:54:33 AM","5/27/2026 7:42:16 AM","AI generates natively editable PPTX from any document — real PowerPoint shapes with native animations, not images · by Hugo He","ai-agent;aippt;office;powerpoint;powerpoint-generation;ppt;pptx;presentation;slide;slides","m language:Python stars:>=50"
"3b1b/manim","https://github.com/3b1b/manim","3b1b","Python","87163","False","False","3/22/2015 6:50:58 PM","5/27/2026 7:07:40 AM","Animation engine for explanatory math videos","3b1b-videos;animation;explanatory-math-videos;python","m language:Python stars:>=50"
"firerpa/lamda","https://github.com/firerpa/lamda","firerpa","Python","7806","False","False","7/10/2022 3:20:56 AM","5/27/2026 5:20:50 AM"," The most powerful Android RPA agent framework, next generation mobile automation.","adb;agents;ai;android;appium;automation;dynamic-analysis;frida;magisk;mcp;mcp-server;mobile-security;pentesting;remote-control;reverse-engineering;security;uiautomation;uiautomator2;workflow;xposed","topic:agents language:Python stars:>=50"
"Fosowl/agenticSeek","https://github.com/Fosowl/agenticSeek","Fosowl","Python","26425","False","False","2/19/2025 6:03:06 PM","5/27/2026 7:17:15 AM","Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account)","agentic-ai;agents;ai;autonomous-agents;deepseek-r1;llm;llm-agents;voice-assistant","topic:agents language:Python stars:>=50 | topic:ai language:Python stars:>=50"
"OpenBMB/MiniCPM-V","https://github.com/OpenBMB/MiniCPM-V","OpenBMB","Python","25316","False","False","1/29/2024 5:30:33 AM","5/27/2026 7:13:10 AM","A Pocket-Sized MLLM for Ultra-Efficient Image and Video Understanding on Your Phone","minicpm;minicpm-o;minicpm-v;multi-modal","m language:Python stars:>=50"
"Comfy-Org/ComfyUI","https://github.com/Comfy-Org/ComfyUI","Comfy-Org","Python","114591","False","False","1/17/2023 3:15:56 AM","5/27/2026 7:39:32 AM","The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.","ai;comfy;comfyui;python;pytorch;stable-diffusion","topic:ai language:Python stars:>=50"
"huggingface/pytorch-image-models","https://github.com/huggingface/pytorch-image-models","huggingface","Python","36836","False","False","2/2/2019 5:51:12 AM","5/27/2026 1:58:57 AM","The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNetV4, MobileNet-V3 & V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, and more","augmix;convnext;distributed-training;efficientnet;image-classification;imagenet;maxvit;mixnet;mobile-deep-learning;mobilenet-v2;mobilenetv3;nfnets;normalization-free-training;optimizer;pretrained-models;pretrained-weights;pytorch;randaugment;resnet;vision-transformer-models","m language:Python stars:>=50"
"soxoj/maigret","https://github.com/soxoj/maigret","soxoj","Python","30577","False","False","6/27/2020 2:16:42 PM","5/27/2026 7:37:03 AM","🕵️‍♂️ Collect a dossier on a person by username from 3000+ sites","blueteam;cli;cybersecurity;identification;infosec;investigation;namechecker;open-source;osint;osint-framework;osint-python;pentesting;python;python3;reconnaissance;redteam;scraping;sherlock;social-network;socmint","m language:Python stars:>=50"
"opendatalab/MinerU","https://github.com/opendatalab/MinerU","opendatalab","Python","65099","False","False","2/29/2024 8:52:34 AM","5/27/2026 7:42:15 AM","Transforms complex documents like PDFs and Office docs into LLM-ready markdown/JSON for your Agentic workflows.","ai4science;document-analysis;docx;extract-data;layout-analysis;ocr;parser;pdf;pdf-converter;pdf-extractor-llm;pdf-extractor-pretrain;pdf-extractor-rag;pdf-parser;pptx;python;xlsx","m language:Python stars:>=50"
