AnchorRepo,AnchorUrl,CandidateRepo,CandidateUrl,CandidateOwner,CandidateLanguage,CandidateStars,CandidateSubdomain,Score,ScoreBase,PenaltyCrossAnchorFreq,PenaltyRetrieval,PenaltyNotes,Qualified,TopicJaccard,LexicalJaccard,LanguageMatch,StarSimilarity,RecencySimilarity,SubdomainMatch,QueryCoverage,TopSignals,ScoreBreakdownJson,WhyQualified,SourceQueries,Description,Rank,_anchor_folder,_anchor
explosion/spaCy,https://github.com/explosion/spaCy,streamlit/streamlit,https://github.com/streamlit/streamlit,streamlit,Python,44655,deep-learning,898.7,935.61,36.91,100,QueryCoverage excluded from Score (recommended).,True,0.1905,0,1,0.9382,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":171.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":164.18,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":935.61,""ScoreFinal"":898.7}",Score>=MinimumScore,s language:Python stars:>=50 | topic:deep-learning stars:>=100,Streamlit — A faster way to build and share data apps.,8,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,d2l-ai,Python,77929,deep-learning,876.79,914.45,37.66,50,QueryCoverage excluded from Score (recommended).,True,0.1905,0,1,0.8173,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":171.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":143.02,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":914.45,""ScoreFinal"":876.79}",Score>=MinimumScore,topic:deep-learning stars:>=100,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,9,explosion-spacy,explosion/spaCy
explosion/spaCy,https://github.com/explosion/spaCy,pytorch/pytorch,https://github.com/pytorch/pytorch,pytorch,Python,100041,deep-learning,868.84,904.96,36.12,50,QueryCoverage excluded from Score (recommended).,True,0.1905,0,1,0.763,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":171.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":133.53,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.12,""ScoreBase"":904.96,""ScoreFinal"":868.84}",Score>=MinimumScore,topic:deep-learning stars:>=100,Tensors and Dynamic neural networks in Python with strong GPU acceleration,10,explosion-spacy,explosion/spaCy
gradio-app/gradio,https://github.com/gradio-app/gradio,streamlit/streamlit,https://github.com/streamlit/streamlit,streamlit,Python,44656,deep-learning,1073.83,1110.74,36.91,150,QueryCoverage excluded from Score (recommended).,True,0.375,0,1,0.99,1,1,1,Topic+Lang+Subdomain,"{""Topic"":337.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":173.24,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":1110.74,""ScoreFinal"":1073.83}",Score>=MinimumScore,topic:data-analysis language:Python stars:>=50 | topic:data-science language:Python stars:>=50 | topic:data-visualization language:Python stars:>=50 | build language:Python stars:>=50 | topic:deep-learning stars:>=100,Streamlit — A faster way to build and share data apps.,1,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Lightning-AI,Python,31152,deep-learning,937.18,974.84,37.66,100,QueryCoverage excluded from Score (recommended).,True,0.2353,0,1,0.9318,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":211.76,""Lexical"":0.0,""Lang"":250.0,""Stars"":163.07,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":974.84,""ScoreFinal"":937.18}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",2,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64073,deep-learning,922.61,959.53,36.91,100,QueryCoverage excluded from Score (recommended).,True,0.2222,0,1,0.9116,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":200.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":159.53,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.91,""ScoreBase"":959.53,""ScoreFinal"":922.61}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100,Deep Learning for humans,3,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,unit8co/darts,https://github.com/unit8co/darts,unit8co,Python,9379,deep-learning,905.88,929.22,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.2353,0,1,0.6712,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":211.76,""Lexical"":0.0,""Lang"":250.0,""Stars"":117.46,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":929.22,""ScoreFinal"":905.88}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,A python library for user-friendly forecasting and anomaly detection on time series.,4,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,eriklindernoren,Python,31508,deep-learning,877.38,913.5,36.12,100,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.9343,1,1,0.6667,Lang+Subdomain+Stars,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":163.5,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.12,""ScoreBase"":913.5,""ScoreFinal"":877.38}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,5,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,explosion/spaCy,https://github.com/explosion/spaCy,explosion,Python,33594,deep-learning,861.61,899.27,37.66,100,QueryCoverage excluded from Score (recommended).,True,0.1481,0,1,0.9482,1,1,0.6667,Lang+Subdomain+Stars,"{""Topic"":133.33,""Lexical"":0.0,""Lang"":250.0,""Stars"":165.94,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":899.27,""ScoreFinal"":861.61}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100,💫 Industrial-strength Natural Language Processing (NLP) in Python,6,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,Data-Centric-AI-Community/fg-data-profiling,https://github.com/Data-Centric-AI-Community/fg-data-profiling,Data-Centric-AI-Community,Python,13564,deep-learning,861.3,886.65,25.35,100,QueryCoverage excluded from Score (recommended).,True,0.1724,0,1,0.7513,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":155.17,""Lexical"":0.0,""Lang"":250.0,""Stars"":131.48,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":25.35,""ScoreBase"":886.65,""ScoreFinal"":861.3}",Score>=MinimumScore,topic:data-analysis language:Python stars:>=50 | topic:data-science language:Python stars:>=50,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. ,7,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,d2l-ai,Python,77924,deep-learning,856.54,894.19,37.66,50,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.8691,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":152.09,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":894.19,""ScoreFinal"":856.54}",Score>=MinimumScore,topic:deep-learning stars:>=100,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,8,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,tflearn/tflearn,https://github.com/tflearn/tflearn,tflearn,Python,9587,deep-learning,853.77,877.11,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.1765,0,1,0.676,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":158.82,""Lexical"":0.0,""Lang"":250.0,""Stars"":118.29,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":877.11,""ScoreFinal"":853.77}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,Deep learning library featuring a higher-level API for TensorFlow.,9,gradio-app-gradio,gradio-app/gradio
gradio-app/gradio,https://github.com/gradio-app/gradio,pytorch/pytorch,https://github.com/pytorch/pytorch,pytorch,Python,100038,deep-learning,848.58,884.7,36.12,50,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.8148,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":142.6,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":36.12,""ScoreBase"":884.7,""ScoreFinal"":848.58}",Score>=MinimumScore,topic:deep-learning stars:>=100,Tensors and Dynamic neural networks in Python with strong GPU acceleration,10,gradio-app-gradio,gradio-app/gradio
huggingface/datasets,https://github.com/huggingface/datasets,Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt,Lightning-AI,Python,13380,llm,928.34,946.4,18.06,50,QueryCoverage excluded from Score (recommended).,True,0.2105,0,1,0.8967,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":189.47,""Lexical"":0.0,""Lang"":250.0,""Stars"":156.93,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":18.06,""ScoreBase"":946.4,""ScoreFinal"":928.34}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,"20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale.",1,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,ludwig-ai,Python,11703,llm,906.49,931.84,25.35,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.8677,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":151.84,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":25.35,""ScoreBase"":931.84,""ScoreFinal"":906.49}",Score>=MinimumScore,topic:computer-vision language:Python stars:>=50,"Low-code framework for building custom LLMs, neural networks, and other AI models",2,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,rohitg00,Python,9458,llm,900.4,923.75,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.8214,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":143.75,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":923.75,""ScoreFinal"":900.4}",Score>=MinimumScore,topic:computer-vision language:Python stars:>=50,Learn it. Build it. Ship it for others.,3,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,arc53/DocsGPT,https://github.com/arc53/DocsGPT,arc53,Python,17890,llm,890.88,917.97,27.09,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.9598,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":167.97,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":27.09,""ScoreBase"":917.97,""ScoreFinal"":890.88}",Score>=MinimumScore,d language:Python stars:>=50,"Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.",4,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,deeppavlov,Python,6983,llm,888.88,912.22,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.7556,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":132.22,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":912.22,""ScoreFinal"":888.88}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,An open source library for deep learning end-to-end dialog systems and chatbots.,5,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,mlfoundations/open_clip,https://github.com/mlfoundations/open_clip,mlfoundations,Python,13830,llm,872.44,886.76,14.31,50,QueryCoverage excluded from Score (recommended).,True,0.1429,0,1,0.9039,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":128.57,""Lexical"":0.0,""Lang"":250.0,""Stars"":158.19,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":14.31,""ScoreBase"":886.76,""ScoreFinal"":872.44}",Score>=MinimumScore,topic:computer-vision language:Python stars:>=50,An open source implementation of CLIP.,6,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,jacobgil/pytorch-grad-cam,https://github.com/jacobgil/pytorch-grad-cam,jacobgil,Python,12815,llm,870.4,879.43,9.03,50,QueryCoverage excluded from Score (recommended).,True,0.1379,0,1,0.8874,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":124.14,""Lexical"":0.0,""Lang"":250.0,""Stars"":155.29,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":9.03,""ScoreBase"":879.43,""ScoreFinal"":870.4}",Score>=MinimumScore,topic:computer-vision language:Python stars:>=50,"Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more.",7,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,nebuly-ai,Python,8344,llm,860.12,881.09,20.97,50,QueryCoverage excluded from Score (recommended).,True,0.1579,0,1,0.7942,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":142.11,""Lexical"":0.0,""Lang"":250.0,""Stars"":138.99,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":20.97,""ScoreBase"":881.09,""ScoreFinal"":860.12}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,A collection of libraries to optimise AI model performances,8,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,ray-project/ray,https://github.com/ray-project/ray,ray-project,Python,42610,llm,856.56,894.22,37.66,50,QueryCoverage excluded from Score (recommended).,True,0.1613,0,1,0.8517,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":145.16,""Lexical"":0.0,""Lang"":250.0,""Stars"":149.05,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":894.22,""ScoreFinal"":856.56}",Score>=MinimumScore,topic:llm stars:>=100,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,9,huggingface-datasets,huggingface/datasets
huggingface/datasets,https://github.com/huggingface/datasets,camel-ai/camel,https://github.com/camel-ai/camel,camel-ai,Python,17005,llm,856.39,888.77,32.38,50,QueryCoverage excluded from Score (recommended).,True,0.1364,0,1,0.9488,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":122.73,""Lexical"":0.0,""Lang"":250.0,""Stars"":166.04,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":32.38,""ScoreBase"":888.77,""ScoreFinal"":856.39}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org,10,huggingface-datasets,huggingface/datasets
huggingface/transformers,https://github.com/huggingface/transformers,sgl-project/sglang,https://github.com/sgl-project/sglang,sgl-project,Python,28055,llm,861.88,882.84,20.97,50,QueryCoverage excluded from Score (recommended).,True,0.1935,0,1,0.6209,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":174.19,""Lexical"":0.0,""Lang"":250.0,""Stars"":108.65,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":20.97,""ScoreBase"":882.84,""ScoreFinal"":861.88}",Score>=MinimumScore,topic:deepseek language:Python stars:>=50,SGLang is a high-performance serving framework for large language models and multimodal models.,1,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,vllm-project/vllm,https://github.com/vllm-project/vllm,vllm-project,Python,80564,llm,855.74,881.09,25.35,100,QueryCoverage excluded from Score (recommended).,True,0.1471,0,1,0.8499,1,1,0.6667,Lang+Subdomain+Stars,"{""Topic"":132.35,""Lexical"":0.0,""Lang"":250.0,""Stars"":148.74,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":25.35,""ScoreBase"":881.09,""ScoreFinal"":855.74}",Score>=MinimumScore,topic:deepseek language:Python stars:>=50 | topic:llm stars:>=100,A high-throughput and memory-efficient inference and serving engine for LLMs,2,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,hiyouga,Python,71445,llm,846.52,876.52,30,150,QueryCoverage excluded from Score (recommended).,True,0.1471,0,1,0.8238,1,1,1,Lang+Subdomain+Stars,"{""Topic"":132.35,""Lexical"":0.0,""Lang"":250.0,""Stars"":144.17,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":30.0,""ScoreBase"":876.52,""ScoreFinal"":846.52}",Score>=MinimumScore,topic:deepseek language:Python stars:>=50 | transformers language:Python stars:>=50 | topic:llm stars:>=100,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),3,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,arc53/DocsGPT,https://github.com/arc53/DocsGPT,arc53,Python,17888,llm,833.21,860.3,27.09,50,QueryCoverage excluded from Score (recommended).,True,0.1875,0,1,0.5231,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":168.75,""Lexical"":0.0,""Lang"":250.0,""Stars"":91.55,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":27.09,""ScoreBase"":860.3,""ScoreFinal"":833.21}",Score>=MinimumScore,transformers language:Python stars:>=50,"Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.",4,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,jessevig/bertviz,https://github.com/jessevig/bertviz,jessevig,Python,8064,llm,832.25,841.28,9.03,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.3501,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":61.28,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":9.03,""ScoreBase"":841.28,""ScoreFinal"":832.25}",Score>=MinimumScore,transformers language:Python stars:>=50,BertViz: Visualize Attention in Transformer Models,5,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,jadore801120/attention-is-all-you-need-pytorch,https://github.com/jadore801120/attention-is-all-you-need-pytorch,jadore801120,Python,9726,llm,825.51,839.83,14.31,50,QueryCoverage excluded from Score (recommended).,True,0.1905,0,1,0.3908,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":171.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":68.4,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":14.31,""ScoreBase"":839.83,""ScoreFinal"":825.51}",Score>=MinimumScore,transformers language:Python stars:>=50,"A PyTorch implementation of the Transformer model in ""Attention is All You Need"".",6,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,unslothai/unsloth,https://github.com/unslothai/unsloth,unslothai,Python,64811,llm,823.01,846.35,23.34,100,QueryCoverage excluded from Score (recommended).,True,0.1176,0,1,0.8027,1,1,0.6667,Lang+Subdomain+Stars,"{""Topic"":105.88,""Lexical"":0.0,""Lang"":250.0,""Stars"":140.47,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":846.35,""ScoreFinal"":823.01}",Score>=MinimumScore,topic:deepseek language:Python stars:>=50 | topic:llm stars:>=100,"Unsloth Studio is a web UI for training and running open models like Gemma 4, Qwen3.6, DeepSeek, gpt-oss locally.",7,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,ray-project/ray,https://github.com/ray-project/ray,ray-project,Python,42608,llm,819.22,856.88,37.66,100,QueryCoverage excluded from Score (recommended).,True,0.1471,0,1,0.7116,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":132.35,""Lexical"":0.0,""Lang"":250.0,""Stars"":124.53,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":37.66,""ScoreBase"":856.88,""ScoreFinal"":819.22}",Score>=MinimumScore,topic:deep-learning language:Python stars:>=50 | topic:llm stars:>=100,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,8,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,GradientHQ/parallax,https://github.com/GradientHQ/parallax,GradientHQ,Python,1293,llm,817.24,817.24,0,50,QueryCoverage excluded from Score (recommended).,True,0.2414,0,1,0,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":217.24,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":817.24,""ScoreFinal"":817.24}",Score>=MinimumScore,topic:deepseek language:Python stars:>=50,Parallax is a distributed model serving framework that lets you build your own AI cluster anywhere,9,huggingface-transformers,huggingface/transformers
huggingface/transformers,https://github.com/huggingface/transformers,browser-use/browser-use,https://github.com/browser-use/browser-use,browser-use,Python,94826,llm,811.87,829.93,18.06,50,QueryCoverage excluded from Score (recommended).,True,0.0833,0,1,0.8853,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":75.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":154.93,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":18.06,""ScoreBase"":829.93,""ScoreFinal"":811.87}",Score>=MinimumScore,topic:llm stars:>=100,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,10,huggingface-transformers,huggingface/transformers
jina-ai/serve,https://github.com/jina-ai/serve,bentoml/BentoML,https://github.com/bentoml/BentoML,bentoml,Python,8654,llm,911.67,925.98,14.31,50,QueryCoverage excluded from Score (recommended).,True,0.2069,0,1,0.7987,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":186.21,""Lexical"":0.0,""Lang"":250.0,""Stars"":139.77,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":14.31,""ScoreBase"":925.98,""ScoreFinal"":911.67}",Score>=MinimumScore,build language:Python stars:>=50,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!",1,jina-ai-serve,jina-ai/serve
jina-ai/serve,https://github.com/jina-ai/serve,Netflix/metaflow,https://github.com/Netflix/metaflow,Netflix,Python,10105,llm,859.92,874.24,14.31,50,QueryCoverage excluded from Score (recommended).,True,0.1429,0,1,0.8324,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":128.57,""Lexical"":0.0,""Lang"":250.0,""Stars"":145.66,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":14.31,""ScoreBase"":874.24,""ScoreFinal"":859.92}",Score>=MinimumScore,build language:Python stars:>=50,"Build, Manage and Deploy AI/ML Systems",2,jina-ai-serve,jina-ai/serve
jina-ai/serve,https://github.com/jina-ai/serve,huggingface/datasets,https://github.com/huggingface/datasets,huggingface,Python,21527,llm,792.96,827.34,34.38,50,QueryCoverage excluded from Score (recommended).,True,0.0588,0,1,0.9966,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":52.94,""Lexical"":0.0,""Lang"":250.0,""Stars"":174.4,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":34.38,""ScoreBase"":827.34,""ScoreFinal"":792.96}",Score>=MinimumScore,topic:deep-learning language:Python stars:>=50,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools",3,jina-ai-serve,jina-ai/serve
jina-ai/serve,https://github.com/jina-ai/serve,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,rohitg00,Python,9455,llm,792.77,816.11,23.34,50,QueryCoverage excluded from Score (recommended).,True,0.0811,0,1,0.8179,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":72.97,""Lexical"":0.0,""Lang"":250.0,""Stars"":143.14,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":23.34,""ScoreBase"":816.11,""ScoreFinal"":792.77}",Score>=MinimumScore,build language:Python stars:>=50,Learn it. Build it. Ship it for others.,4,jina-ai-serve,jina-ai/serve
jina-ai/serve,https://github.com/jina-ai/serve,lukas-blecher/LaTeX-OCR,https://github.com/lukas-blecher/LaTeX-OCR,lukas-blecher,Python,16397,llm,783.11,815.49,32.38,50,QueryCoverage excluded from Score (recommended).,True,0.0571,0,1,0.9375,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":51.43,""Lexical"":0.0,""Lang"":250.0,""Stars"":164.06,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":32.38,""ScoreBase"":815.49,""ScoreFinal"":783.11}",Score>=MinimumScore,topic:deep-learning language:Python stars:>=50,pix2tex: Using a ViT to convert images of equations into LaTeX code.,5,jina-ai-serve,jina-ai/serve
