"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"apache/airflow","https://github.com/apache/airflow","apache","Python","45484","False","False","4/13/2015 6:04:58 PM","5/21/2026 7:31:52 PM","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","airflow;apache;apache-airflow;automation;dag;data-engineering;data-integration;data-orchestrator;data-pipelines;data-science;elt;etl;machine-learning;mlops;orchestration;python;scheduler;workflow;workflow-engine;workflow-orchestration","topic:machine-learning language:Python stars:>=50 | a language:Python stars:>=50 | topic:data-science stars:>=100"
"RVC-Boss/GPT-SoVITS","https://github.com/RVC-Boss/GPT-SoVITS","RVC-Boss","Python","57660","False","False","1/14/2024 6:05:21 PM","5/21/2026 7:54:56 PM","1 min voice data can also be used to train a good TTS model! (few shot voice cloning)","text-to-speech;tts;vits;voice-clone;voice-cloneai;voice-cloning","a language:Python stars:>=50"
"ansible/ansible","https://github.com/ansible/ansible","ansible","Python","68624","False","False","3/6/2012 2:58:02 PM","5/21/2026 7:49:50 PM","Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.","ansible;python","a language:Python stars:>=50"
"pytorch/pytorch","https://github.com/pytorch/pytorch","pytorch","Python","100063","False","False","8/13/2016 5:26:41 AM","5/21/2026 7:59:04 PM","Tensors and Dynamic neural networks in Python with strong GPU acceleration","autograd;deep-learning;gpu;machine-learning;neural-network;numpy;python;tensor","topic:machine-learning language:Python stars:>=50"
"psf/requests","https://github.com/psf/requests","psf","Python","54008","False","False","2/13/2011 6:38:17 PM","5/21/2026 6:32:47 PM","A simple, yet elegant, HTTP library.","client;cookies;forhumans;http;humans;python;python-requests;requests","a language:Python stars:>=50"
"sreenivasdoosa/sdoosa-algo-trade-python","https://github.com/sreenivasdoosa/sdoosa-algo-trade-python","sreenivasdoosa","Python","637","False","False","8/21/2020 7:32:58 PM","5/13/2026 11:54:45 AM","Algo trade project in python","algorithmic-trading;python;trading;trading-bot;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"freqtrade/freqtrade","https://github.com/freqtrade/freqtrade","freqtrade","Python","50595","False","False","5/17/2017 11:48:53 PM","5/21/2026 6:44:04 PM","Free, open source crypto trading bot","algorithmic-trading;bitcoin;cryptocurrencies;cryptocurrency;freqtrade;python;telegram-bot;trade;trading-bot","topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50"
"lbryio/lbry-sdk","https://github.com/lbryio/lbry-sdk","lbryio","Python","7175","False","False","8/20/2015 3:24:10 PM","5/20/2026 9:42:58 PM","The LBRY SDK for building decentralized, censorship resistant, monetized digital content apps.","bitcoin;bittorrent;blockchain;cryptocurrency;decentralized;dht;kademlia;lbry;p2p;protocol;python","topic:bitcoin language:Python stars:>=50"
"BitBotFactory/MikaLendingBot","https://github.com/BitBotFactory/MikaLendingBot","BitBotFactory","Python","1157","False","False","6/17/2015 9:14:29 AM","5/11/2026 4:02:16 PM","Automated lending on Cryptocurrency exchanges Poloniex and Bitfinex","bitcoin;bitfinex;bot;lending;lending-strategies;poloniex;poloniex-lending-bot","topic:bitcoin language:Python stars:>=50"
"coqui-ai/TTS","https://github.com/coqui-ai/TTS","coqui-ai","Python","45352","False","False","5/20/2020 3:45:28 PM","5/21/2026 6:28:26 PM","🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production","deep-learning;glow-tts;hifigan;melgan;multi-speaker-tts;python;pytorch;speaker-encoder;speaker-encodings;speech;speech-synthesis;tacotron;text-to-speech;tts;tts-model;vocoder;voice-cloning;voice-conversion;voice-synthesis","a language:Python stars:>=50"
"ranaroussi/quantstats","https://github.com/ranaroussi/quantstats","ranaroussi","Python","7143","False","False","5/1/2019 1:29:29 PM","5/21/2026 4:17:38 PM","Portfolio analytics for quants, written in Python","algo-trading;algorithmic-trading;algotrading;finance;plotting;python;quant;quantitative-analysis;quantitative-finance;quantitative-trading;visualization","topic:algorithmic-trading language:Python stars:>=50"
"Textualize/rich","https://github.com/Textualize/rich","Textualize","Python","56416","False","False","11/10/2019 3:28:09 PM","5/21/2026 5:42:25 PM","Rich is a Python library for rich text and beautiful formatting in the terminal.","ansi-colors;emoji;markdown;progress-bar;progress-bar-python;python;python-library;python3;rich;syntax-highlighting;tables;terminal;terminal-color;traceback;tracebacks-rich;tui","a language:Python stars:>=50"
"sinaptik-ai/pandas-ai","https://github.com/sinaptik-ai/pandas-ai","sinaptik-ai","Python","23547","False","False","4/22/2023 12:58:01 PM","5/21/2026 10:03:35 AM","Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.","ai;csv;data;data-analysis;data-science;data-visualization;database;datalake;gpt-4;llm;pandas;sql;text-to-sql","topic:data-science stars:>=100"
"bitcart/bitcart","https://github.com/bitcart/bitcart","bitcart","Python","944","False","False","3/3/2019 8:54:15 PM","5/21/2026 5:29:30 PM","Bitcart is a free and open-source self-hosted payment processor for BTC, LTC, BCH, XMR, ETH, TRX, USDT and more","binance-smart-chain;bitcart;bitcoin;bitcoin-payment-gateway;docker;docker-compose;electrum;ethereum;ethereum-payment-gateway;fastapi;gateway;hacktoberfest;litecoin;merchant;monero;payment-gateway;payments;python;selfhosted;starlette","topic:bitcoin language:Python stars:>=50"
"NourozR/Stock-Price-Prediction-LSTM","https://github.com/NourozR/Stock-Price-Prediction-LSTM","NourozR","Python","618","False","False","8/21/2017 1:55:30 AM","5/10/2026 8:36:33 AM","OHLC Average Prediction of Apple Inc. Using LSTM Recurrent Neural Network","algorithmic-trading;deep-learning;lstm-neural-networks;machine-learning;machine-learning-for-finance;machine-learning-for-trading;neural-networks;recurrent-neural-networks","topic:algorithmic-trading language:Python stars:>=50"
"BitcoinExchangeFH/BitcoinExchangeFH","https://github.com/BitcoinExchangeFH/BitcoinExchangeFH","BitcoinExchangeFH","Python","951","False","False","10/24/2016 1:30:31 PM","4/20/2026 8:11:31 AM","Cryptocurrency exchange market data feed handler","bitcoin;bitfinex;bitmex;bitstamp;btcc;exchange-data;gatecoin;gdax;huobi;kraken;market-data;okcoin;quoine","topic:bitcoin language:Python stars:>=50"
"Lumiwealth/lumibot","https://github.com/Lumiwealth/lumibot","Lumiwealth","Python","1587","False","False","9/10/2020 10:00:16 AM","5/21/2026 7:38:25 PM","Backtestable AI trading agents and algorithmic trading strategies for stocks, options, crypto, futures, forex, SEC filings, macro data, and real brokers.","ai-agents;algorithmic-trading;alpaca;backtesting;broker;crypto-trading;finance;forex;fred;futures-trading;interactive-brokers;llm-agents;multi-agent;options-trading;python;quantitative-finance;sec-filings;stocks;technical-analysis;trading-bot","topic:algorithmic-trading language:Python stars:>=50"
"jkbrzt/cointrol","https://github.com/jkbrzt/cointrol","jkbrzt","Python","1457","False","False","3/19/2015 4:36:47 PM","5/12/2026 6:20:36 AM","฿ Bitcoin trading bot with a real-time dashboard for Bitstamp.","automation;bitcoin;bitstamp;bot;cryptocurrencies;jakubroztocil;python;speculation;trade;trading;trading-bot;transaction","topic:bitcoin language:Python stars:>=50"
"infiniflow/ragflow","https://github.com/infiniflow/ragflow","infiniflow","Python","80991","False","False","12/12/2023 6:13:13 AM","5/21/2026 7:51:45 PM","RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs","agentic-ai;agentic-retrieval;agentic-search;ai;ai-agents;context-engine;context-management;llm-apps;rag;retrieval-augmented-generation","a language:Python stars:>=50"
"tukuaiai/tradecat-public","https://github.com/tukuaiai/tradecat-public","tukuaiai","Python","947","False","False","12/30/2025 3:32:38 AM","5/20/2026 7:27:51 AM","交易猫数据系统","ai;binance;bitcoin;ccxt;crypto;cryptocurrency;ethereum;futures;indicators;market-data;pandas;python;quantitative-trading;real-time;ta-lib;technical-analysis;telegram-bot;timescaledb;trading;wyckoff","topic:bitcoin language:Python stars:>=50"
"marketcalls/openalgo","https://github.com/marketcalls/openalgo","marketcalls","Python","1906","False","False","2/19/2024 2:55:38 PM","5/21/2026 4:18:37 PM","Open Source Algo Trading Platform for Everyone","algorithmic-trading;algotrading;amibroker;chartink;flask;metatrader;openalgo;python;quantative-trading;quantitative-finance;reactjs;self-hosting;sqlite;stock-market;stocks;trade-automation;trading-bot;tradingview","topic:algorithmic-trading language:Python stars:>=50"
"conor19w/Binance-Futures-Trading-Bot","https://github.com/conor19w/Binance-Futures-Trading-Bot","conor19w","Python","652","False","False","8/4/2021 2:12:03 PM","5/19/2026 8:12:46 PM","A Technical Analysis Bot that trades leveraged USDT futures markets on Binance.","algorithmic-trading;backtesting;binance;binance-bot;binance-futures;bitcoin;bot;crypto-bot;cryptocurrencies;cryptocurrency;cryptocurrency-trading-bot;ethereum;perpetual;technical-analysis;trading;trading-algorithms;trading-bot;trading-bots;trading-strategies","topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50"
"CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers","https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers","CamDavidsonPilon","Jupyter Notebook","28149","False","False","1/14/2013 3:46:28 PM","5/21/2026 12:50:28 PM","aka ""Bayesian Methods for Hackers"": An introduction to Bayesian methods + probabilistic programming with a computation/understanding-first, mathematics-second point of view. All in pure Python ;)  ","bayesian-methods;data-science;jupyter-notebook;mathematical-analysis;pymc;statistics","topic:data-science stars:>=100"
"piskvorky/gensim","https://github.com/piskvorky/gensim","piskvorky","Python","16414","False","False","2/10/2011 7:43:04 AM","5/20/2026 5:52:41 PM","Topic Modelling for Humans","data-mining;data-science;document-similarity;fasttext;gensim;information-retrieval;machine-learning;natural-language-processing;neural-network;nlp;python;topic-modeling;word-embeddings;word-similarity;word2vec","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"Comfy-Org/ComfyUI","https://github.com/Comfy-Org/ComfyUI","Comfy-Org","Python","113872","False","False","1/17/2023 3:15:56 AM","5/21/2026 7:47:46 PM","The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.","ai;comfy;comfyui;python;pytorch;stable-diffusion","a language:Python stars:>=50"
"polakowo/vectorbt","https://github.com/polakowo/vectorbt","polakowo","Python","7646","False","False","11/14/2017 11:56:32 AM","5/21/2026 7:45:58 PM","The backtesting engine that gives you an unfair advantage. Run thousands of trading ideas before others finish one.","algorithmic-trading;algorithmic-traiding;backtesting;cryptocurrency;data-science;data-visualization;finance;machine-learning;portfolio-optimization;quantitative-analysis;quantitative-finance;time-series;trading;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"Data-Centric-AI-Community/fg-data-profiling","https://github.com/Data-Centric-AI-Community/fg-data-profiling","Data-Centric-AI-Community","Python","13566","False","False","1/9/2016 11:47:55 PM","5/21/2026 4:28:36 PM","1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. ","big-data-analytics;data-analysis;data-exploration;data-profiling;data-quality;data-science;deep-learning;eda;exploration;exploratory-data-analysis;hacktoberfest;html-report;jupyter;jupyter-notebook;machine-learning;pandas;pandas-dataframe;pandas-profiling;python;statistics","topic:data-science stars:>=100"
"plotly/dash","https://github.com/plotly/dash","plotly","Python","24205","False","False","4/10/2015 1:53:08 AM","5/21/2026 7:27:49 PM","Data Apps & Dashboards for Python. No JavaScript Required.","ai;bioinformatics;charting;dash;dashboards;data-science;data-visualization;finance;flask;gui-framework;jupyter;plotly;plotly-dash;productivity;python;react;technical-computing;web-app","topic:data-science stars:>=100"
"RoboSats/robosats","https://github.com/RoboSats/robosats","RoboSats","Python","989","False","False","1/1/2022 3:30:32 PM","5/20/2026 2:57:11 AM","A simple and private bitcoin exchange","bitcoin;exchange;freedom-tools;i2p;lightning;p2p;peer-to-peer;privacy;tor","topic:bitcoin language:Python stars:>=50"
"akfamily/akshare","https://github.com/akfamily/akshare","akfamily","Python","19564","False","False","10/1/2019 7:34:12 AM","5/21/2026 5:05:01 PM","AKShare is an elegant and simple financial data interface library for Python, built for human beings! 开源财经数据接口库","academic;akshare;asset-pricing;bond;currency;data;data-analysis;data-science;datasets;economic-data;economics;finance;finance-api;financial-data;fundamental;futures;option;quant;stock","topic:data-science stars:>=100"
"robertmartin8/MachineLearningStocks","https://github.com/robertmartin8/MachineLearningStocks","robertmartin8","Python","1948","False","False","2/12/2017 4:50:44 AM","5/18/2026 6:03:11 PM","Using python and scikit-learn to make stock predictions","algorithmic-trading;data-science;guide;historical-stock-fundamentals;machine-learning;python;quantitative-finance;scikit-learn;sklearn;stock;stock-prediction;stock-prices;trading;tutorial;yahoo-finance","topic:algorithmic-trading language:Python stars:>=50"
"tradytics/eiten","https://github.com/tradytics/eiten","tradytics","Python","3219","False","False","9/8/2020 3:09:46 AM","5/21/2026 3:14:08 PM","Statistical and Algorithmic Investing Strategies for Everyone","ai;algorithmic-trading;eigenvalues;free-software;genetic-algorithm;hedgefund;investment-portfolio;machine-learning;opensource;portfolio-optimization;statistics;trading-algorithms;trading-strategies;tradytics","topic:algorithmic-trading language:Python stars:>=50"
"gradio-app/gradio","https://github.com/gradio-app/gradio","gradio-app","Python","42648","False","False","12/19/2018 8:24:04 AM","5/21/2026 6:23:26 PM","Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!","data-analysis;data-science;data-visualization;deep-learning;deploy;gradio;gradio-interface;interface;machine-learning;models;python;python-notebook;ui;ui-components","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"microsoft/autogen","https://github.com/microsoft/autogen","microsoft","Python","58259","False","False","8/18/2023 11:43:45 AM","5/21/2026 7:02:32 PM","A programming framework for agentic AI","agentic;agentic-agi;agents;ai;autogen;autogen-ecosystem;chatgpt;framework;llm-agent;llm-framework","a language:Python stars:>=50"
"apache/superset","https://github.com/apache/superset","apache","TypeScript","72932","False","False","7/21/2015 6:55:34 PM","5/21/2026 7:32:16 PM","Apache Superset is a Data Visualization and Data Exploration Platform","analytics;apache;apache-superset;asf;bi;business-analytics;business-intelligence;data-analysis;data-analytics;data-engineering;data-science;data-visualization;data-viz;flask;python;react;sql-editor;superset","topic:data-science stars:>=100"
"trezor/python-mnemonic","https://github.com/trezor/python-mnemonic","trezor","Python","943","False","False","2/18/2013 12:40:34 PM","5/19/2026 11:57:22 AM",":snake: Mnemonic code for generating deterministic keys, BIP39","bip39;bitcoin;mnemonic;python;trezor","topic:bitcoin language:Python stars:>=50"
"yt-dlp/yt-dlp","https://github.com/yt-dlp/yt-dlp","yt-dlp","Python","163697","False","False","10/26/2020 4:22:55 AM","5/21/2026 7:54:59 PM","A feature-rich command-line audio/video downloader","cli;downloader;python;sponsorblock;youtube-dl;youtube-downloader;yt-dlp","a language:Python stars:>=50"
"matplotlib/matplotlib","https://github.com/matplotlib/matplotlib","matplotlib","Python","22828","False","False","2/19/2011 3:17:12 AM","5/21/2026 3:33:27 PM","matplotlib: plotting with Python","data-science;data-visualization;gtk;matplotlib;plotting;python;qt;tk;wx","topic:data-science stars:>=100"
"51bitquant/binance_grid_trader","https://github.com/51bitquant/binance_grid_trader","51bitquant","Python","953","False","False","6/27/2020 1:57:39 PM","5/15/2026 4:13:39 PM","Binance_grid_trader is a grid strategy bot trading with Binance Spot and Binance Futures Exchange. you can use it to trade any pair in Binance Exchange. Binance_grid_trader是一个币安网格策略软件, 目前支持币安现货，USDT合约和币币合约。","51bitquant;algo-trading;algorithms;binance;binance-api;binance-exchange;bitcoin;btc;grid;grid-strategy;market-maker;okex;okex-api;python3;quantitative-finance;strategy;trading-algorithms;trading-bot;trading-bots;trading-strategies","topic:bitcoin language:Python stars:>=50"
"paperless-ngx/paperless-ngx","https://github.com/paperless-ngx/paperless-ngx","paperless-ngx","Python","40887","False","False","2/12/2022 9:56:52 PM","5/21/2026 4:38:18 PM","A community-supported supercharged document management system: scan, index and archive all your documents","angular;archiving;django;dms;document-management;document-management-system;hacktoberfest;machine-learning;ocr;optical-character-recognition;pdf","topic:machine-learning language:Python stars:>=50"
