"AnchorRepo","AnchorUrl","CandidateRepo","CandidateUrl","CandidateOwner","CandidateLanguage","CandidateStars","CandidateSubdomain","Score","ScoreBase","PenaltyCrossAnchorFreq","PenaltyRetrieval","PenaltyNotes","Qualified","TopicJaccard","LexicalJaccard","LanguageMatch","StarSimilarity","RecencySimilarity","SubdomainMatch","QueryCoverage","TopSignals","ScoreBreakdownJson","WhyQualified","SourceQueries","Description","Rank"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","arc53/DocsGPT","https://github.com/arc53/DocsGPT","arc53","Python","17894","llm","519.44","618.78","99.34","50","QueryCoverage excluded from Score (recommended).","False","0.087","0","1","0.9458","1","0","0.3333","Lang+Stars+Recency","{""Topic"":78.26,""Lexical"":0.0,""Lang"":250.0,""Stars"":165.52,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":99.34,""ScoreBase"":618.78,""ScoreFinal"":519.44}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ymcui/Chinese-BERT-wwm","https://github.com/ymcui/Chinese-BERT-wwm","ymcui","Python","10209","deep-learning","519.2","519.2","0","100","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.824","1","0","0.6667","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":144.2,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":519.2,""ScoreFinal"":519.2}","Score<MinimumScore","nlp language:Python stars:>=50 | topic:nlp stars:>=100","Pre-Training with Whole Word Masking for Chinese BERT（中文BERT-wwm系列模型）","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ageitgey/face_recognition","https://github.com/ageitgey/face_recognition","ageitgey","Python","56402","computer-vision","516.51","615.85","99.34","50","QueryCoverage excluded from Score (recommended).","False","0.1111","0","1","0.8049","1","0","0.3333","Lang+Stars+Recency","{""Topic"":100.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":140.85,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":99.34,""ScoreBase"":615.85,""ScoreFinal"":516.51}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","The world's simplest facial recognition api for Python and the command line","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","d2l-ai/d2l-zh","https://github.com/d2l-ai/d2l-zh","d2l-ai","Python","77938","deep-learning","515.48","653.56","138.08","50","QueryCoverage excluded from Score (recommended).","False","0.1667","0","1","0.7346","1","0","0.3333","Lang+Topic+Stars","{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":128.56,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":138.08,""ScoreBase"":653.56,""ScoreFinal"":515.48}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","thu-coai/ConvLab-2","https://github.com/thu-coai/ConvLab-2","thu-coai","Python","466","","514.47","514.47","0","50","QueryCoverage excluded from Score (recommended).","False","0.125","0","1","0.1541","1","0","0.3333","Lang+Recency+Topic","{""Topic"":112.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":26.97,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":514.47,""ScoreFinal"":514.47}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","ConvLab-2: An Open-Source Toolkit for Building, Evaluating, and Diagnosing Dialogue Systems","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","microsoft/presidio","https://github.com/microsoft/presidio","microsoft","Python","8236","llm","513.92","547.04","33.11","50","QueryCoverage excluded from Score (recommended).","False","0.04","0","1","0.7774","1","0","0.3333","Lang+Stars+Recency","{""Topic"":36.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":136.04,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":547.04,""ScoreFinal"":513.92}","Score<MinimumScore","nlp language:Python stars:>=50","An open-source framework for detecting, redacting, masking, and anonymizing sensitive data (PII) across text, images, and structured data. Supports NLP, pattern matching, and customizable pipelines.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","jkkummerfeld/irc-disentanglement","https://github.com/jkkummerfeld/irc-disentanglement","jkkummerfeld","Python","60","deep-learning","513.46","513.46","0","50","QueryCoverage excluded from Score (recommended).","False","0.1538","0","1","0","1","0","0.3333","Lang+Topic+Recency","{""Topic"":138.46,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":513.46,""ScoreFinal"":513.46}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","Dataset and model for disentangling chat on IRC","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","jofpin/trape","https://github.com/jofpin/trape","jofpin","Python","8678","mlops","513.02","513.02","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7887","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":138.02,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":513.02,""ScoreFinal"":513.02}","Score<MinimumScore","track language:Python stars:>=50","People tracker on the Internet: OSINT analysis and research tool by Jose Pino","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","BigBodyCobain/Shadowbroker","https://github.com/BigBodyCobain/Shadowbroker","BigBodyCobain","Python","8659","computer-vision","512.94","512.94","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7882","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":137.94,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":512.94,""ScoreFinal"":512.94}","Score<MinimumScore","track language:Python stars:>=50","Open-source intelligence for the global theater. Track everything from the corporate/private jets of the wealthy, and spy satellites, to seismic events in one unified interface. Hook an AI agent up to have it parse through data and find previously unseen correlations. The knowledge is available to all but rarely aggregated in the open, until now.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","baidu/Dialogue","https://github.com/baidu/Dialogue","baidu","Python","442","llm","512.47","512.47","0","50","QueryCoverage excluded from Score (recommended).","False","0.125","0","1","0.1427","1","0","0.3333","Lang+Recency+Topic","{""Topic"":112.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":24.97,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":512.47,""ScoreFinal"":512.47}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","tensorflow/lingvo","https://github.com/tensorflow/lingvo","tensorflow","Python","2864","llm","511.82","511.82","0","50","QueryCoverage excluded from Score (recommended).","False","0.0455","0","1","0.548","1","0","0.3333","Lang+Recency+Stars","{""Topic"":40.91,""Lexical"":0.0,""Lang"":250.0,""Stars"":95.91,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":511.82,""ScoreFinal"":511.82}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","Lingvo","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","huggingface/datasets","https://github.com/huggingface/datasets","huggingface","Python","21533","llm","511.48","637.56","126.07","150","QueryCoverage excluded from Score (recommended).","False","0.1","0","1","0.986","1","0","1","Lang+Stars+Recency","{""Topic"":90.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":172.56,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":126.07,""ScoreBase"":637.56,""ScoreFinal"":511.48}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50 | nlp language:Python stars:>=50 | topic:nlp stars:>=100","🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","treeverse/dvc","https://github.com/treeverse/dvc","treeverse","Python","15620","mlops","511.02","610.36","99.34","50","QueryCoverage excluded from Score (recommended).","False","0.0833","0","1","0.9163","1","0","0.3333","Lang+Stars+Recency","{""Topic"":75.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":160.36,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":99.34,""ScoreBase"":610.36,""ScoreFinal"":511.02}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","🦉 Data Versioning and ML Experiments","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","hgmzhn/manga-translator-ui","https://github.com/hgmzhn/manga-translator-ui","hgmzhn","Python","1669","computer-vision","510.4","510.4","0","50","QueryCoverage excluded from Score (recommended).","False","0.0667","0","1","0.4308","1","0","0.3333","Lang+Recency+Stars","{""Topic"":60.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":75.4,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":510.4,""ScoreFinal"":510.4}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","基于 manga-image-translator 的开源漫画翻译工具。支持日/韩/美漫自动翻译，内置 OpenAI、Gemini 等 5 种翻译引擎，并提供可视化编辑器自由调整文本样式。一键安装，开箱即用。如果喜欢，欢迎点亮 ⭐ Star 支持！","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","brightmart/text_classification","https://github.com/brightmart/text_classification","brightmart","Python","7937","deep-learning","509.63","509.63","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7693","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":134.63,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":509.63,""ScoreFinal"":509.63}","Score<MinimumScore","nlp language:Python stars:>=50","all kinds of text classification models and more with deep learning","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Morizeyao/GPT2-Chinese","https://github.com/Morizeyao/GPT2-Chinese","Morizeyao","Python","7599","llm","507.98","507.98","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7599","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":132.98,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":507.98,""ScoreFinal"":507.98}","Score<MinimumScore","nlp language:Python stars:>=50","Chinese version of GPT2 training code, using BERT tokenizer.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ActivityWatch/activitywatch","https://github.com/ActivityWatch/activitywatch","ActivityWatch","Python","17638","mlops","506.86","539.97","33.11","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.9427","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":164.97,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":539.97,""ScoreFinal"":506.86}","Score<MinimumScore","track language:Python stars:>=50","The best free and open-source automated time tracker. Cross-platform, extensible, privacy-focused.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ymcui/Chinese-LLaMA-Alpaca-2","https://github.com/ymcui/Chinese-LLaMA-Alpaca-2","ymcui","Python","7138","llm","505.6","505.6","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7463","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":130.6,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":505.6,""ScoreFinal"":505.6}","Score<MinimumScore","nlp language:Python stars:>=50","中文LLaMA-2 & Alpaca-2大模型二期项目 + 64K超长上下文模型 (Chinese LLaMA-2 & Alpaca-2 LLMs with 64K long context models)","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","ogkalu2/comic-translate","https://github.com/ogkalu2/comic-translate","ogkalu2","Python","2745","deep-learning","505.29","505.29","0","50","QueryCoverage excluded from Score (recommended).","False","0.04","0","1","0.5388","1","0","0.3333","Lang+Recency+Stars","{""Topic"":36.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":94.29,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":505.29,""ScoreFinal"":505.29}","Score<MinimumScore","topic:machine-translation language:Python stars:>=50","AI comic and manga translator app for automatically translating comics, manga, manhwa, BDs, fumetti, and more in multiple languages and formats (Images, PDF, EPUB, CBR, CBZ etc).","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","yangchris11/samurai","https://github.com/yangchris11/samurai","yangchris11","Python","7067","mlops","505.22","505.22","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7441","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":130.22,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":505.22,""ScoreFinal"":505.22}","Score<MinimumScore","track language:Python stars:>=50","Official repository of ""SAMURAI: Adapting Segment Anything Model for Zero-Shot Visual Tracking with Motion-Aware Memory""","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","dgtlmoon/changedetection.io","https://github.com/dgtlmoon/changedetection.io","dgtlmoon","Python","31664","computer-vision","504.68","537.79","33.11","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.9302","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":162.79,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":537.79,""ScoreFinal"":504.68}","Score<MinimumScore","track language:Python stars:>=50","Best and simplest tool for website change detection, web page monitoring, and website change alerts. Perfect for tracking content changes, price drops, restock alerts, and website defacement monitoring—all for free or enjoy our SaaS plan!","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","charles2gan/GDA-android-reversing-Tool","https://github.com/charles2gan/GDA-android-reversing-Tool","charles2gan","Python","4750","computer-vision","502.39","502.39","0","50","QueryCoverage excluded from Score (recommended).","False","0","0.0189","1","0.6579","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":12.26,""Lang"":250.0,""Stars"":115.13,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":502.39,""ScoreFinal"":502.39}","Score<MinimumScore","track language:Python stars:>=50","the fastest and most powerful android decompiler(native tool working without Java VM) for the APK, DEX, ODEX, OAT, JAR, AAR, and CLASS file. which supports malicious behavior detection, privacy leaking detection, vulnerability detection, path solving, packer identification, variable tracking, deobfuscation, python&java scripts, device memory extraction, data decryption, and encryption, etc. ","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","codertimo/BERT-pytorch","https://github.com/codertimo/BERT-pytorch","codertimo","Python","6533","llm","502.24","502.24","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7271","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":127.24,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":502.24,""ScoreFinal"":502.24}","Score<MinimumScore","nlp language:Python stars:>=50","Google AI 2018 BERT pytorch implementation","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Tautulli/Tautulli","https://github.com/Tautulli/Tautulli","Tautulli","Python","6485","mlops","501.96","501.96","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7255","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":126.96,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":501.96,""ScoreFinal"":501.96}","Score<MinimumScore","track language:Python stars:>=50","A Python based monitoring and tracking tool for Plex Media Server.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","PostHog/posthog","https://github.com/PostHog/posthog","PostHog","Python","34644","mlops","501.26","534.37","33.11","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.9107","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":159.37,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":534.37,""ScoreFinal"":501.26}","Score<MinimumScore","track language:Python stars:>=50","🦔 PostHog is an all-in-one developer platform for building successful products. We offer product analytics, web analytics, session replay, error tracking, feature flags, experimentation, surveys, data warehouse, a CDP, and an AI product assistant to help debug your code, ship features faster, and keep all your usage and customer data in one stack.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","zihangdai/xlnet","https://github.com/zihangdai/xlnet","zihangdai","Python","6175","deep-learning","500.1","500.1","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7148","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":125.1,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":500.1,""ScoreFinal"":500.1}","Score<MinimumScore","nlp language:Python stars:>=50","XLNet: Generalized Autoregressive Pretraining for Language Understanding","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","DigitalPhonetics/adviser","https://github.com/DigitalPhonetics/adviser","DigitalPhonetics","Python","61","llm","500","500","0","50","QueryCoverage excluded from Score (recommended).","False","0.1667","0","1","0","0.8","0","0.3333","Lang+Topic+Recency","{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":100.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":500.0,""ScoreFinal"":500.0}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","ADvISER is a flexible framework to encourage task-oriented dialog system research & development ","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","nwojke/deep_sort","https://github.com/nwojke/deep_sort","nwojke","Python","6138","mlops","499.87","499.87","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7135","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":124.87,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":499.87,""ScoreFinal"":499.87}","Score<MinimumScore","track language:Python stars:>=50","Simple Online Realtime Tracking with a Deep Association Metric","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","wger-project/wger","https://github.com/wger-project/wger","wger-project","Python","6128","reinforcement","499.8","499.8","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7132","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":124.8,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":499.8,""ScoreFinal"":499.8}","Score<MinimumScore","track language:Python stars:>=50","Self hosted FLOSS fitness/workout, nutrition and weight tracker","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","adbar/trafilatura","https://github.com/adbar/trafilatura","adbar","Python","5991","llm","498.95","498.95","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7083","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":123.95,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":498.95,""ScoreFinal"":498.95}","Score<MinimumScore","nlp language:Python stars:>=50","Python & Command-line tool to gather text and metadata on the Web: Crawling, scraping, extraction, output as CSV, JSON, HTML, MD, TXT, XML","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","Doubiiu/ToonCrafter","https://github.com/Doubiiu/ToonCrafter","Doubiiu","Python","5962","","498.76","498.76","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7072","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":123.76,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":498.76,""ScoreFinal"":498.76}","Score<MinimumScore","track language:Python stars:>=50","[SIGGRAPH Asia 2024, Journal Track] ToonCrafter: Generative Cartoon Interpolation","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","PaddlePaddle/PaddleDetection","https://github.com/PaddlePaddle/PaddleDetection","PaddlePaddle","Python","14214","deep-learning","498.66","531.77","33.11","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.8958","1","0","0.3333","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":156.77,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":531.77,""ScoreFinal"":498.66}","Score<MinimumScore","track language:Python stars:>=50","Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object tracking and real-time multi-person keypoint detection.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","openstack/openstack","https://github.com/openstack/openstack","openstack","Python","5916","mlops","498.47","498.47","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.7055","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":123.47,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":498.47,""ScoreFinal"":498.47}","Score<MinimumScore","track language:Python stars:>=50","Repository tracking all OpenStack repositories as submodules. Mirror of code maintained at opendev.org.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","AgentOps-AI/agentops","https://github.com/AgentOps-AI/agentops","AgentOps-AI","Python","5573","llm","496.2","496.2","0","50","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.6926","1","0","0.3333","Lang+Recency+Stars","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":121.2,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":496.2,""ScoreFinal"":496.2}","Score<MinimumScore","track language:Python stars:>=50","Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including CrewAI, Agno, OpenAI Agents SDK, Langchain, Autogen, AG2, and CamelAI","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","deeppavlov/DeepPavlov","https://github.com/deeppavlov/DeepPavlov","deeppavlov","Python","6983","llm","494.17","579.77","85.6","50","QueryCoverage excluded from Score (recommended).","False","0.0833","0","1","0.7415","1","0","0.3333","Lang+Stars+Recency","{""Topic"":75.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":129.77,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":85.6,""ScoreBase"":579.77,""ScoreFinal"":494.17}","Score<MinimumScore","nlp language:Python stars:>=50","An open source library for deep learning end-to-end dialog systems and chatbots.","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","neuml/txtai","https://github.com/neuml/txtai","neuml","Python","12604","llm","494.09","527.21","33.11","100","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.8697","1","0","0.6667","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":152.21,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":527.21,""ScoreFinal"":494.09}","Score<MinimumScore","nlp language:Python stars:>=50 | topic:nlp stars:>=100","💡 All-in-one AI framework for semantic search, LLM orchestration and language model workflows","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","apachecn/ailearning","https://github.com/apachecn/ailearning","apachecn","Python","42274","deep-learning","493.7","526.81","33.11","100","QueryCoverage excluded from Score (recommended).","False","0","0","1","0.8675","1","0","0.6667","Lang+Stars+Recency","{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":151.81,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":33.11,""ScoreBase"":526.81,""ScoreFinal"":493.7}","Score<MinimumScore","nlp language:Python stars:>=50 | topic:nlp stars:>=100","AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","scikit-learn/scikit-learn","https://github.com/scikit-learn/scikit-learn","scikit-learn","Python","66148","data-science","489.8","599.8","110","50","QueryCoverage excluded from Score (recommended).","False","0.1","0","1","0.7703","1","0","0.3333","Lang+Stars+Recency","{""Topic"":90.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":134.8,""Recency"":125.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":110.0,""ScoreBase"":599.8,""ScoreFinal"":489.8}","Score<MinimumScore","topic:machine-learning language:Python stars:>=50","scikit-learn: machine learning in Python","0"
"sebastianruder/NLP-progress","https://github.com/sebastianruder/NLP-progress","stanford-oval/genienlp","https://github.com/stanford-oval/genienlp","stanford-oval","Python","89","deep-learning","488.46","488.46","0","50","QueryCoverage excluded from Score (recommended).","False","0.1538","0","1","0","0.8","0","0.3333","Lang+Topic+Recency","{""Topic"":138.46,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":100.0,""Subdomain"":0.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":488.46,""ScoreFinal"":488.46}","Score<MinimumScore","topic:dialogue language:Python stars:>=50","GenieNLP: A versatile codebase for any NLP task","0"
